x	y	occurrence	id	boat	elev	nit	phos	pop	land
-83.18938	42.04825	1	1	-0.854580718880083	-0.44341762527635403	NA	0.2618841475781244	0.5297108449331764	Open Water
-83.215713	42.049467	1	2	-1.0362791031135514	-0.44341762527635403	-0.7770352986900212	0.2117376863877689	0.4810040465022736	Open Water
-83.207305	42.045276	1	3	-0.8643301115578624	-0.4103994496581342	-0.661829991687972	0.22845317345122074	-0.14387554379552797	Emergent Herbaceous Wetlands
-83.200001	42.082172	1	4	-0.8751436925284533	-0.27832674718525485	-0.3930178528349074	0.22845317345122074	-0.29171499819046404	Deciduous Forest
-83.215321	42.051374	1	5	-0.7127947793245824	-0.4103994496581342	-0.5850265757624643	0.2117376863877689	0.03834520193906787	Developed, Low Intensity
-83.191273	42.054024	1	6	-1.0190270604681542	-0.44341762527635403	NA	0.2618841475781244	0.8136428462146578	Open Water
-83.218887	42.055541	1	7	-0.6654590324287557	-0.9056720839314317	-0.4314195607976613	0.1950209626058306	-0.38511745077152443	Open Water
-83.198898	42.081435	1	8	-1.1106415758159047	-0.4103994496581342	-0.3162144369093997	0.24516866051467257	-0.03270943039785828	Emergent Herbaceous Wetlands
-83.234614	41.994032	1	9	-0.6655907772028679	-0.4764358008945738	-0.9690440216175781	0.16158998847892694	-0.39084766303472507	Emergent Herbaceous Wetlands
-83.504366	43.710427	1	10	-0.5499172751387723	-0.4103994496581342	NA	1.10247180910015	-0.39743740621522833	Emergent Herbaceous Wetlands
-83.469961	41.765983	1	11	-0.3967208411777396	-0.5094539765127937	-1.122651036582381	0.1365167578837492	-0.3719379657767068	Open Water
-83.43992	45.07665	1	12	-0.6272950859098501	-0.047199517857716006	-0.047402298056335154	-2.1976057326782805	-0.3381297141752267	Developed, Medium Intensity
-82.61644	42.56992	1	13	-0.15730538303696134	-0.44341762527635403	0.067803008945714	1.1394546387202642	-0.3722244747162854	Emergent Herbaceous Wetlands
-83.103333	42.288485	1	14	-0.4366384331433744	-0.37738127403991434	-0.8154370066527751	0.42904025493112913	-0.39743740621522833	Developed High Intensity
-83.235353	41.991217	1	15	-0.5559311554294072	-0.3443630984216945	-0.7002318827645134	0.16158998847892694	0.44547675219283295	Emergent Herbaceous Wetlands
-83.196138	42.064587	1	16	-0.773248523164021	-0.4103994496581342	-0.661829991687972	0.24516866051467257	-0.2983047502511952	Developed, Open Space
-83.231868	41.990965	1	17	-0.731726180987391	-0.4103994496581342	-0.5850265757624643	0.17830547554237877	0.5122336821266346	Open Water
-83.197234	42.067442	1	18	-0.8054185982641838	-0.4103994496581342	-0.5466248677997104	0.24516866051467257	-0.3206525732277072	Developed, Open Space
-84.24397	46.19217	1	19	0.03434419119182726	-0.4103994496581342	NA	0.1365167578837492	-0.3919937052824369	Open Water
-84.24341	46.19087	1	20	0.25699079622782406	-0.3443630984216945	-0.661829991687972	0.1365167578837492	-0.3919937052824369	Woody Wetlands
-82.61214	42.56075	1	21	0.060198318660385254	-0.44341762527635403	0.029401484096747726	1.1394546387202642	-0.2865578099542707	Open Water
-82.6057	42.57559	1	22	-0.426981046889408	-0.44341762527635403	-0.08580382290530142	1.1394546387202642	-0.37623562309559755	Emergent Herbaceous Wetlands
-82.584756	42.57334	1	23	-0.04642571438963533	-0.44341762527635403	-0.23941102098389203	1.1394546387202642	-0.38998813143432803	Woody Wetlands
-83.336578	41.9275	1	24	-0.7763558085540904	-0.37738127403991434	-1.2378561604706426	0.1365167578837492	1.4992626267999314	Developed, Low Intensity
-83.342999	41.9118	1	25	-0.7542599962794196	-0.4764358008945738	-0.9306423136548242	0.1365167578837492	-0.2261040821559545	Open Water
-83.19923	42.04018	1	26	-1.0875724748441986	-0.5094539765127937	NA	0.24516866051467257	-0.3361241434010429	Open Water
-83.50123	42.483999	1	27	1.6964415053906983	3.6178179757646856	0.5286238707263354	0.1365167578837492	0.08819802519877405	Developed High Intensity
-83.20723	42.03819	1	28	-0.993477095791704	-0.4764358008945738	-0.7770352986900212	0.22845317345122074	-0.35417430769247527	Open Water
-83.207779	42.089398	1	29	-0.750529620434039	-0.37738127403991434	-0.5466248677997104	0.22845317345122074	1.8490919738165446	Developed, Medium Intensity
-83.217084	42.022324	1	30	-0.2823207286513506	-0.37738127403991434	-1.0458474375430857	0.1950209626058306	-0.39743740621522833	Emergent Herbaceous Wetlands
-83.215646	42.017217	1	31	-0.37937024785343676	-0.4764358008945738	-1.0074457295803319	0.2117376863877689	-0.39743740621522833	Emergent Herbaceous Wetlands
-83.461329	41.784587	1	32	-0.4708923752978083	-0.4103994496581342	-1.0458474375430857	0.1365167578837492	-0.3690728599866537	Emergent Herbaceous Wetlands
-83.457245	41.786401	1	33	-0.5662052275803348	-0.44341762527635403	-1.0074457295803319	0.1365167578837492	-0.39342625817746346	Open Water
-83.91723	43.85875	1	34	-0.8225106451557674	-0.37738127403991434	1.6806762082916766	0.25913863253810787	-0.31778746743765407	Emergent Herbaceous Wetlands
-83.91937	43.8575	1	35	-1.0895586186541162	-0.37738127403991434	NA	0.27543858219009776	-0.3507361840232649	Open Water
-83.46055	41.782232	1	36	-0.18068872645804432	-0.4764358008945738	-1.122651036582381	0.1365167578837492	-0.36649426313617917	Emergent Herbaceous Wetlands
-83.923305	43.846836	1	37	-0.8353141095106144	-0.37738127403991434	2.103095545223332	0.2917385318420876	-0.3833983875707303	Open Water
-83.92947	43.84862	1	38	-0.80454338742631	-0.3443630984216945	2.371907684076396	0.2993097224164034	-0.2940070915661155	Woody Wetlands
-83.928369	43.789035	1	39	-0.5527315412384266	-0.4103994496581342	1.9110868222957749	0.4189746031695551	-0.3733705186717333	Emergent Herbaceous Wetlands
-83.21838	41.99466	1	40	-1.1378712111409612	-0.4764358008945738	-0.9690440216175781	0.1950209626058306	-0.3942857897778605	Open Water
-83.92664	43.79634	1	41	-0.8732218951873273	-0.37738127403991434	1.9494887133723164	0.40187944353074967	-0.36334264840654745	Emergent Herbaceous Wetlands
-83.208346	42.087801	1	42	-0.5562506096418708	-0.3443630984216945	-0.46982126876041513	0.2117376863877689	-0.3805332817806772	Deciduous Forest
-83.233277	41.994878	1	43	-0.9082187231267462	-0.4764358008945738	-0.9690440216175781	0.17830547554237877	-0.39084766303472507	Open Water
-83.93363	43.78203	1	44	-0.18033548712569422	-0.44341762527635403	1.9878902382212826	0.4500026332772011	-0.38110630375840115	Emergent Herbaceous Wetlands
-83.93185	43.77729	1	45	-0.22840191246038913	-0.4103994496581342	1.719078099368218	0.4360697628083606	-0.37566260248406247	Open Water
-84.24963	46.17782	1	46	0.5138660260701464	-0.4103994496581342	-0.5466248677997104	0.1365167578837492	-0.3919937052824369	Open Water
-84.17193	46.18208	1	47	2.1289677227035493	-0.3113449228034747	-0.6234282837252182	0.1365167578837492	-0.38769604625581	Evergreen Forest
-83.92124	43.8256	1	48	-0.1887764371292945	-0.37738127403991434	2.410309575152938	0.32433843114606736	-0.30346193848738856	Open Water
-83.9166	43.82852	1	49	-0.1435131451384644	-0.4103994496581342	NA	0.3151755838796339	-0.39743740621522833	Open Water
-83.92154	43.82339	1	50	-0.44651903330010234	-0.3443630984216945	2.640719822929461	0.3406383807980572	0.050665121861860334	Open Water
-83.94027	43.76874	1	51	0.13287011153623055	-0.4103994496581342	1.7574799904447596	0.4678930029028221	-0.37824119796834804	Open Water
-83.92122	43.8348	1	52	-0.5134247464147601	-0.3443630984216945	2.295104268150889	0.3080384814940775	-0.3395622670702533	Open Water
-83.92476	43.79935	1	53	-0.841506135385689	-0.4103994496581342	NA	0.38953699303554035	-0.39743740621522833	Open Water
-83.342291	41.895908	1	54	-0.9596175175414413	-0.4103994496581342	-0.9306423136548242	0.1365167578837492	-0.39743740621522833	Developed High Intensity
-83.92329	43.80983	1	55	-0.75788914571598	-0.37738127403991434	2.448711100001904	0.3569383304500471	0.10023146077338814	Open Water
-83.92435	43.80338	1	56	-0.99726588636727	-0.4103994496581342	NA	0.37323704338355046	0.2558067139168811	Open Water
-83.335911	41.893598	1	57	-1.0394960182087996	-0.4764358008945738	NA	0.1365167578837492	-0.39743740621522833	Emergent Herbaceous Wetlands
-83.93313	43.77303	1	58	0.09680514081159615	-0.4103994496581342	NA	0.453164922447166	-0.3785277082741156	Open Water
-83.19007	42.112397	1	59	-0.4975150927519775	-0.37738127403991434	-0.7386335907272673	0.2618841475781244	-0.38912859915083653	Open Water
-83.342858	41.904583	1	60	-0.6995828202027617	-0.44341762527635403	-0.8922406056920703	0.1365167578837492	-0.39743740621522833	Emergent Herbaceous Wetlands
-83.338595	41.902021	1	61	-0.7286721952775496	-0.44341762527635403	-1.0458474375430857	0.1365167578837492	-0.39629136388212977	Emergent Herbaceous Wetlands
-84.17689	46.18405	1	62	1.793082422366778	-0.4103994496581342	NA	0.1365167578837492	-0.38769604625581	Open Water
-84.17418	46.18354	1	63	2.0056453296742105	-0.4103994496581342	NA	0.1365167578837492	-0.38769604625581	Open Water
-83.153099	42.097162	1	64	0.1625968046422614	-0.37738127403991434	-0.3930178528349074	0.3287460958319317	0.2495034899223732	Open Water
-82.6312	42.59039	1	65	-0.8162129440679182	-0.44341762527635403	-0.047402298056335154	1.1394546387202642	-0.3077595971724682	Emergent Herbaceous Wetlands
-84.2624	46.21131	1	66	-0.6609134293775645	-0.44341762527635403	-0.6234282837252182	0.08843809000281157	-0.38998813143432803	Emergent Herbaceous Wetlands
-83.218488	42.049464	1	67	-0.9161877560422628	-0.44341762527635403	-0.5850265757624643	0.1950209626058306	0.5875859294305955	Open Water
-83.869601	43.961295	1	68	-0.4742243360334842	-0.3443630984216945	1.9878902382212826	0.08489860169446596	-0.3765221334013651	Woody Wetlands
-83.82922	43.98744	1	69	-0.2856143909877658	-0.4103994496581342	0.7590344847304338	0.08003706132405837	-0.39743740621522833	Open Water
-83.83726	43.983858	1	70	-0.48221077731230105	-0.4103994496581342	NA	0.07409215555948209	-0.33239950259512047	Open Water
-83.85043	43.97362	1	71	-0.9264159216944133	-0.4103994496581342	NA	0.08207888354525983	-0.3765221334013651	Open Water
-83.823686	44.007746	1	72	0.30821264859924596	-0.21229039594881519	1.9878902382212826	0.0724646340312561	-0.39084766303472507	Woody Wetlands
-83.899689	43.919455	1	73	1.2899110895351402	-0.4103994496581342	NA	0.14379113602130644	-0.13499372021816783	Open Water
-83.898076	43.925189	1	74	1.0045839745837255	-0.3443630984216945	1.9110868222957749	0.12987681632976333	8.122986021541499e-4	Woody Wetlands
-83.574913	45.093211	1	75	2.1374062656248167	0.5801458188884608	-0.20100912990735056	-2.2515798375843348	-0.39743740621522833	Open Water
-83.55939	45.11416	1	76	2.420914486004836	0.5141094676520211	-0.16260723883080913	-2.266546604707884	-0.18971723643637775	Open Water
