x	y	occurrence	id	boat	elev	nit	phos	pop	solar	wc18	wind	land
-83.18932	42.04414	1	1	-0.8489010259509	-0.44581412800649645	NA	0.2648475520059478	0.5254573373415049	1.3097668457625042	1.2174348508475201	1.351029406744668	Open Water
-83.21353	42.044113	1	2	-1.0297353327926426	-0.44581412800649645	-0.7763795271252746	0.21489733801346758	0.47700222454511393	1.195898669628444	1.287063634490624	1.2647448226057836	Open Water
-83.20233	42.0421	1	3	-0.8586040548163018	-0.41294569755039906	-0.6614239227942904	0.23154740934429432	-0.14464838702190985	1.2381696016689778	1.2174348508475201	1.2647448226057836	Emergent Herbaceous Wetlands
-83.202371	42.083127	1	4	-0.8693662111642703	-0.2814719757260096	-0.3931944229778554	0.23154740934429432	-0.29172390151350625	1.005687057222684	1.287063634490624	1.2647448226057836	Deciduous Forest
-83.213631	42.05653	1	5	-0.7077893578004607	-0.41294569755039906	-0.584786975051565	0.21489733801346758	0.03663075824850207	1.1243014255349175	1.287063634490624	1.2647448226057836	Developed, Low Intensity
-83.191528	42.055179	1	6	-1.012565333254419	-0.44581412800649645	NA	0.2648475520059478	0.8079221593337921	1.2718124718904047	1.287063634490624	1.3222684272788925	Open Water
-83.218887	42.055541	1	7	-0.6606787188431867	-0.9059721543918595	-0.43151289684921806	0.19824603480402805	-0.38464370985802976	1.0872063196822954	1.2174348508475201	1.235983843140008	Open Water
-83.197495	42.080116	1	8	-1.1037441703665054	-0.41294569755039906	-0.31655747523513	0.24819748067512104	-0.03405670911760173	1.094105736426924	1.287063634490624	1.2647448226057836	Emergent Herbaceous Wetlands
-83.237221	41.993722	1	9	-0.6608098370972487	-0.4786825584625938	-0.9679720791989842	0.1649458921423746	-0.3903443120430522	1.0932464684074463	1.3566924181337283	1.2647448226057836	Emergent Herbaceous Wetlands
-83.471714	41.76503	1	10	-0.3932185279240552	-0.5115509889186911	-1.121246157401331	0.1399707851461345	-0.3715323280264321	1.279141522644772	1.4959499854199365	0.8908471523260281	Open Water
-83.44041	45.07666	1	11	-0.6226962632247376	-0.05139296253332808	-0.048327975418695	-2.1850171625708543	-0.337898775882321	-1.101738523794672	-0.45365595658697916	-0.02951817938203095	Developed, Medium Intensity
-82.60925	42.56947	1	12	-0.15494162412695947	-0.44581412800649645	0.06662762891228921	1.1389836881460278	-0.3718173564707498	0.812023209185729	-0.24476960565766678	1.063416320603797	Emergent Herbaceous Wetlands
-83.103333	42.288485	1	13	-0.43294628942479546	-0.3800772670943017	-0.8146980009966374	0.43134949719282784	-0.39690000363841565	-0.23823481843287306	1.2174348508475201	1.1496992590011235	Developed High Intensity
-83.233991	41.991156	1	14	-0.5516717081282475	-0.34720883663820434	-0.6997425793825492	0.1649458921423746	0.441658512608131	1.1579442957563444	1.4263212017768323	1.3222684272788925	Emergent Herbaceous Wetlands
-83.195385	42.059332	1	15	-0.7679556102925371	-0.41294569755039906	-0.6614239227942904	0.24819748067512104	-0.29827960194321024	1.1786476005079918	1.287063634490624	1.2647448226057836	Developed, Open Space
-83.231309	41.991162	1	16	-0.7266307300651571	-0.41294569755039906	-0.584786975051565	0.1815959634732013	0.5080704853530036	1.2834580808132063	1.3566924181337283	1.3797903862104435	Open Water
-83.1978	42.06787	1	17	-0.7999726987015885	-0.41294569755039906	-0.5464685011802023	0.24819748067512104	-0.3205119456398886	1.1782129119804914	1.2174348508475201	1.2647448226057836	Developed, Open Space
-84.24409	46.19181	1	18	0.03579654923867025	-0.41294569755039906	NA	0.1399707851461345	-0.3914844322761873	-1.7202497532501362	-0.24476960565766678	-0.3458938907302354	Open Water
-84.24338	46.19087	1	19	0.2573843452017757	-0.34720883663820434	-0.6614239227942904	0.1399707851461345	-0.3914844322761873	-1.6861721945012087	-0.24476960565766678	-0.3458938907302354	Woody Wetlands
-82.61404	42.56632	1	20	0.06152772587790402	-0.44581412800649645	0.02830933775782265	1.1389836881460278	-0.28659336233320115	0.8896606020044066	-0.3143983893007709	1.063416320603797	Open Water
-82.601896	42.578184	1	21	-0.4233348294412272	-0.44581412800649645	-0.08664626657316157	1.1389836881460278	-0.3758077777963961	0.730938635253618	-0.24476960565766678	1.0346536953964636	Emergent Herbaceous Wetlands
-82.59074	42.56956	1	22	-0.044589250289019805	-0.44581412800649645	-0.2399205274924046	1.1389836881460278	-0.38948922195314645	0.8232391840987918	-0.24476960565766678	1.063416320603797	Woody Wetlands
-83.336578	41.9275	1	23	-0.7710481188035135	-0.3800772670943017	-1.2362015790154193	0.1399707851461345	1.4899990946681025	1.141122860645631	1.4263212017768323	1.0921773000695725	Developed, Low Intensity
-83.34219	41.91564	1	24	-0.7490573844684123	-0.4786825584625938	-0.9296536053276215	0.1399707851461345	-0.2264520207998356	1.100145885152075	1.4263212017768323	1.0921773000695725	Open Water
-83.19946	42.03956	1	25	-1.08078477586622	-0.5115509889186911	NA	0.24819748067512104	-0.3359035686173211	1.3321937410708684	1.287063634490624	1.3222684272788925	Open Water
-83.207369	42.038397	1	26	-0.987136872943181	-0.4786825584625938	-0.7763795271252746	0.23154740934429432	-0.35386046118490616	1.187270607809337	1.287063634490624	1.2647448226057836	Open Water
-83.203142	42.084819	1	27	-0.7453447486455654	-0.3800772670943017	-0.5464685011802023	0.23154740934429432	1.838020746988878	0.9591046215314775	1.287063634490624	1.2647448226057836	Developed, Medium Intensity
-83.222446	42.023184	1	28	-0.27936245188572834	-0.3800772670943017	-1.0446090269417097	0.19824603480402805	-0.39690000363841565	0.9780843357264081	1.4263212017768323	1.293507447813117	Emergent Herbaceous Wetlands
-83.215412	42.016864	1	29	-0.3759504463704971	-0.4786825584625938	-1.006290553070347	0.21489733801346758	-0.39690000363841565	1.0432117970850447	1.287063634490624	1.293507447813117	Emergent Herbaceous Wetlands
-83.460959	41.785978	1	30	-0.4670373349353324	-0.41294569755039906	-1.0446090269417097	0.1399707851461345	-0.3686820272737032	1.3382338897960193	1.4263212017768323	0.8908471523260281	Emergent Herbaceous Wetlands
-83.458156	41.786232	1	31	-0.5618969213225915	-0.44581412800649645	-1.006290553070347	0.1399707851461345	-0.3929095826525517	1.4473558737519068	1.4263212017768323	0.9196081317918036	Open Water
-83.91723	43.85875	1	32	-0.8169834633552501	-0.3800772670943017	1.6760049932446914	0.2621127814854953	-0.3176616448871597	-0.26756618500362733	-0.9410574420887081	-1.5251121519841688	Emergent Herbaceous Wetlands
-83.91764	43.85701	1	33	-1.082761474452009	-0.3800772670943017	NA	0.27834894160241574	-0.3504401035435418	-0.28481725412407954	-0.9410574420887081	-1.5251121519841688	Open Water
-83.463893	41.782178	1	34	-0.17821376667810432	-0.4786825584625938	-1.121246157401331	0.1399707851461345	-0.36611675496529206	1.2260893042186758	1.4263212017768323	0.8908471523260281	Emergent Herbaceous Wetlands
-83.92096	43.847410000000004	1	35	-0.8297260400795797	-0.3800772670943017	2.0975087539803696	0.2945851017193361	-0.3829335296782183	-0.16362002723565186	-1.0803150093749163	-1.5251121519841688	Open Water
-83.92573	43.84599	1	36	-0.7991016499805171	-0.34720883663820434	2.3657382537968044	0.3021266625869983	-0.2940041508141169	-0.2749002902757563	-1.0106862257318123	-1.5538731314499443	Woody Wetlands
-83.92542	43.78729	1	37	-0.5484873098914227	-0.41294569755039906	1.90591620190666	0.42132323716311504	-0.3729574784027965	-0.2533326629868698	-1.1499437930180205	-1.5251121519841688	Emergent Herbaceous Wetlands
-83.21838	41.99466	1	38	-1.130844313553431	-0.4786825584625938	-0.9679720791989842	0.19824603480402805	-0.3937646727424574	1.1527684695684326	1.3566924181337283	1.3797903862104435	Open Water
-83.92508	43.79831	1	39	-0.8674535530438421	-0.3800772670943017	1.9442348584949187	0.40429497909815365	-0.36298142576824544	-0.22529525296309347	-1.1499437930180205	-1.5251121519841688	Emergent Herbaceous Wetlands
-83.209716	42.090636	1	40	-0.5519896431573467	-0.34720883663820434	-0.4698313707205808	0.21489733801346758	-0.3800832289254894	0.847824358491373	1.287063634490624	1.2647448226057836	Deciduous Forest
