x	y	occurrence	id	boat	elev	nit	phos	pop	land
-83.505053	43.709729	1	1	-0.5985508573448781	-0.5307739852965356	NA	1.1104639675681125	-0.458954781748131	Emergent Herbaceous Wetlands
-82.584906	42.573383	1	2	-0.08464305135091735	-0.5527014646404995	-0.31340320752212664	1.1503815715887815	-0.4504581113077064	Woody Wetlands
-83.505506	42.484122	1	3	1.6942806464434372	2.1443784946670474	0.3830481362115428	0.06785550217232207	0.09496279228173787	Developed High Intensity
-82.611636	42.570912	1	4	-0.19781660118977104	-0.5527014646404995	-0.03482260360988295	1.1503815715887815	-0.4301968185793154	Emergent Herbaceous Wetlands
-83.923188	43.846815	1	5	-0.8898519881352945	-0.5088465059525719	1.810773523703117	0.2353949082129245	-0.4429418250190923	Open Water
-82.60384	42.59492	1	6	-1.0867405139934905	-0.5307739852965356	-0.20893543954330032	1.1503815715887815	-0.3370602384519154	Open Water
-83.877927	43.953922	1	7	-0.11077644633929191	-0.5307739852965356	1.1839672479240386	0.021601325576542305	-0.3900010293980837	Open Water
-83.20012	42.087109	1	8	-0.803313475555595	-0.5088465059525719	-0.5919836453874305	0.16708753685973868	2.103444960278075	Developed, Medium Intensity
-83.262458	41.975014	1	9	-0.28795567156887014	-0.5527014646404995	-0.9053867832769698	0.06785550217232207	0.11620446916193933	Open Water
-83.43557	45.06628	1	10	-0.9274662522533649	-0.46499154726464426	NA	-2.4400429894653257	4.655060705701545	Developed, Medium Intensity
-84.257909	46.208379	1	11	-0.48265297844827343	-0.5746289439844633	-0.766096481320848	0.05055707284835711	-0.4484973406666653	Emergent Herbaceous Wetlands
-82.805278	42.578056	1	12	-0.9980936582658101	-0.46499154726464426	-0.2785805074978913	1.0331075914778978	-0.4177786068568086	Woody Wetlands
-83.879072	45.007272	1	13	-0.35737832887083737	0.5436725025576903	-0.557161111410135	-2.284477930230081	-0.41614463171217775	Open Water
-83.2592	41.9563	1	14	0.5388320432108166	-0.5527014646404995	-0.6964512473193171	0.06785550217232207	-0.41810540313235894	Emergent Herbaceous Wetlands
-84.244842	46.182869	1	15	0.48724001780679693	-0.5307739852965356	-0.5919836453874305	0.06785550217232207	-0.45274567627644763	Open Water
-84.244439	46.191642	1	16	0.22505054717089096	-0.4869190266086081	-0.6964512473193171	0.06785550217232207	-0.45274567627644763	Woody Wetlands
-84.250428	46.176863	1	17	0.36782336012012734	-0.46499154726464426	-0.5223384113858998	0.05004849181799746	-0.45274567627644763	Woody Wetlands
-84.073433	42.364635	1	18	-1.1343181727912195	2.1005235359791197	2.158999195569952	0.06785550217232207	-0.4177786068568086	Woody Wetlands
-84.094795	42.353192	1	19	-0.7156864334691339	2.0785960566351562	2.5072248674367863	0.06785550217232207	-0.3017663778211366	Woody Wetlands
-83.42161	41.82441	1	20	-0.09021200884603091	-0.5746289439844633	NA	0.06785550217232207	0.23483107463513414	Open Water
-84.130298	42.347154	1	21	-1.0643259799690385	2.0566685772911923	2.1241764955457163	0.06785550217232207	-0.304053933050627	Deciduous Forest
-83.88294	43.94957	1	22	0.1716965000002938	-0.5307739852965356	1.1839672479240386	0.034903189008389734	-0.28869457666408954	Open Water
-83.338339	41.91999	1	23	-1.1384576922121579	-0.5746289439844633	-1.1839672211422736	0.06785550217232207	-0.37072012393806336	Open Water
-83.16939	42.09043	1	24	-0.46261729665270657	-0.5527014646404995	-0.31340320752212664	0.23925531855360718	-0.028565738625349595	Open Water
-84.254	46.2017	1	25	-0.3794534843938362	-0.5527014646404995	-0.8009190152981435	0.050430261305354045	-0.45862798671433513	Emergent Herbaceous Wetlands
-84.248499	46.2076	1	26	-0.1716444225939652	-0.5307739852965356	-0.835741549275439	0.06785550217232207	-0.458954781748131	Open Water
-83.265154	42.023454	1	27	0.03402171327675104	-0.4430640679206805	-0.9402093172542653	0.06785550217232207	-0.248498778133177	Cultivated Crops
-82.608581	42.554119	1	28	0.28736966211266446	-0.5527014646404995	-0.06964497154023867	1.1503815715887815	0.16293616827137536	Open Water
-82.580138	42.578322	1	29	-0.2546874089989151	-0.5307739852965356	-0.20893543954330032	1.1503815715887815	-0.3563411439119357	Woody Wetlands
-83.541594	45.110733	1	30	1.8333319879936354	0.148977874366342	9.641435235350646e-8	-2.515599976503245	-0.35568755136083513	Woody Wetlands
-83.55635	45.111428	1	31	2.2291090498007122	0.1051229156784144	-0.2785805074978913	-2.5224691575589686	-0.14163681364731018	Open Water
-84.248621	46.208809	1	32	-0.2525516782186503	-0.5527014646404995	-0.7312739473435524	0.06785550217232207	-0.45764760161294776	Emergent Herbaceous Wetlands
-83.492369	42.481681	1	33	1.9851963102939316	1.990886139259301	-0.03482260360988295	0.06785550217232207	1.1688112772791388	Developed, Medium Intensity
-83.533626	42.469487	1	34	2.6352425632319916	2.0347410979472285	0.20893530027812546	0.06785550217232207	1.2210983821773989	Open Water
